month,market,gross_revenue,net_revenue,gross_man,cumulative_net_revenue,cumulative_gross_revenue,cumulative_gross_man,avg_net_revenue,total_sold_quantity,avg_net_price_per_item,Type
2020-04-01,China,5113.5327,3971.68282217,1511.3912,297810.95647394,380103.4635,112987.5929,180.53103737136362,245.0,16.21095029457143,Actual
2020-05-01,China,16447.9533,13138.2218418,4868.1915,310949.17831573996,396551.4168,117855.7844,597.1919019,793.0,16.56774507162673,Actual
2020-06-01,China,15390.0139,12193.52779886,4580.2829,323142.7061146,411941.43069999997,122436.06730000001,554.2512635845454,732.0,16.6578248618306,Actual
2020-07-01,China,32043.320799999998,25340.555824969997,9586.9185,348483.26193956996,443984.7515,132022.9858,767.8956310596968,1558.0,16.264798347220793,Actual
2020-08-01,China,34922.619699999996,27195.784975099996,10430.2289,375679.04691467,478907.3712,142453.2147,1236.172044322727,1666.0,16.324000585294115,Actual
2020-09-01,China,62101.7801,45832.15963075,18530.9095,421511.20654542,541009.1513,160984.1242,2083.279983215909,2646.0,17.321299936035526,Actual
2020-10-01,China,37588.7093,28127.408239549997,11201.58,449638.61478496995,578597.8606,172185.7042,1278.5185563431817,1591.0,17.67907494629164,Actual
2020-11-01,China,129917.3974,97118.09740910001,38706.4325,546756.71219407,708515.258,210892.1367,2942.9726487606063,5603.0,17.33323173462431,Actual
2020-12-01,China,119654.3609,91182.80500395001,35811.6283,637939.51719802,828169.6189,246703.765,4144.672954725001,5168.0,17.64373161841138,Actual
2021-01-01,China,65399.0462,48375.337347600005,19401.030899999998,686314.85454562,893568.6651,266104.7959,2198.878970345455,2818.0,17.16654980397445,Actual
2021-02-01,China,26666.9759,19927.28560425,7942.8931999999995,706242.14014987,920235.641,274047.6891,905.7857092840909,1125.0,17.713142759333333,Actual
2021-03-01,China,79942.2474,59789.5110321,23767.142,766031.65118197,1000177.8883999999,297814.8311,1811.803364609091,3458.0,17.290199835772125,Actual
2021-04-01,China,71700.62269999999,54439.91335265,21419.2447,820471.56453462,1071878.5111,319234.0758,2474.5415160295456,3124.0,17.42634870443342,Actual
2021-05-01,China,53177.0044,39385.2014293,15911.8341,859856.76596392,1125055.5155,335145.9099,1790.2364286045456,2335.0,16.867323952591008,Actual
2021-06-01,China,19488.0142,14386.6998282,5788.3389,874243.46579212,1144543.5297,340934.2488,653.9409012818182,830.0,17.333373286987953,Actual
2021-07-01,China,76874.918,57619.351319,22855.6537,931862.81711112,1221418.4477,363789.9025,1746.0409490606062,3294.0,17.492213515179113,Actual
2021-08-01,China,64231.2701,48957.767555750004,19107.6236,980820.58466687,1285649.7178,382897.5261,2225.3530707159093,2725.0,17.966153231467892,Actual
2021-09-01,China,212784.4003,169901.28111289,62665.8201,1150721.86577976,1498434.1181,445563.34619999997,9438.960061827222,8107.0,20.95735550917602,Actual
2021-10-01,China,124512.3475,92860.05395485001,36717.3369,1243581.91973461,1622946.4656,482280.6831,5158.891886380556,4970.0,18.684115483873242,Actual
2021-11-01,China,522542.0679,411190.94743389,153969.8061,1654772.8671685,2145488.5335,636250.4892,15229.294349403333,20413.0,20.14358239523294,Actual
2021-12-01,China,387282.8972,306441.24734432,114693.2041,1961214.11451282,2532771.4307,750943.6933,17024.51374135111,15279.0,20.05636804400288,Actual
2022-01-01,China,449752.68780703004,355872.214932023,132542.3180172394,,,,,17278.63834134859,,Forecast
2022-02-01,China,500410.85714961705,397554.7247174825,147533.3139863526,,,,,18966.949542644634,,Forecast
2022-03-01,China,607934.4102400563,481370.108073459,179356.36180742033,,,,,23201.030412045333,,Forecast
2022-04-01,China,654033.18665937,519561.87434768054,192979.66281371834,,,,,24835.10520056822,,Forecast
2022-05-01,China,698505.9311780577,555228.5894404228,206033.89063761258,,,,,26444.887193172064,,Forecast
2022-06-01,China,737937.1565521177,587974.1357104447,217562.57415563712,,,,,27795.841007729083,,Forecast
2022-07-01,China,840746.2173509166,668223.0542661761,248046.63350403312,,,,,31940.75608025918,,Forecast
2022-08-01,China,882206.1760155783,702443.021535966,260263.57637597743,,,,,33383.332003847354,,Forecast
2022-09-01,China,1032126.9653875866,822246.5969649005,304382.6067798362,,,,,38916.96973851724,,Forecast
2022-10-01,China,1002373.388622872,793978.9360188763,295771.8670841865,,,,,37968.94140724809,,Forecast
2022-11-01,China,1317349.9929514024,1046474.8764891644,388716.03893802187,,,,,50276.281769788104,,Forecast
2022-12-01,China,1240638.4816763366,986872.9541555395,366292.13278984,,,,,47345.01542578778,,Forecast
2019-09-01,Columbia,146.9616,107.91390288,43.4591,107.91390288,146.9616,43.4591,15.416271839999999,7.0,15.416271839999999,Actual
2019-10-01,Columbia,251.0014,184.31032802,75.0919,292.22423089999995,397.96299999999997,118.55099999999999,18.431032801999997,12.0,15.359194001666665,Actual
2019-11-01,Columbia,219.398,161.1039514,65.8039,453.3281823,617.361,184.3549,17.900439044444443,11.0,14.645813763636363,Actual
2020-01-01,Columbia,137.2229,100.76277547,40.954,554.0909577699999,754.5839,225.3089,14.39468221,7.0,14.39468221,Actual
2020-02-01,Columbia,159.8669,117.39026467,47.6505,671.48122244,914.4508,272.9594,14.67378308375,8.0,14.67378308375,Actual
2020-07-01,Columbia,119.7793,87.95393999,35.6092,759.43516243,1034.2301,308.5686,14.658989998333332,6.0,14.658989998333332,Actual
2020-09-01,Columbia,605.7282,461.20145148,180.9958,1220.63661391,1639.9583,489.5644,41.92740468,26.0,17.738517364615383,Actual
2020-10-01,Columbia,1036.8779,789.4788330599999,308.35200000000003,2010.11544697,2676.8361999999997,797.9164000000001,71.77080300545454,43.0,18.359972861860463,Actual
2020-11-01,Columbia,949.7281,723.1229753399999,281.6087,2733.23842231,3626.5643,1079.5251,65.73845230363635,41.0,17.637145739999998,Actual
2021-01-01,Columbia,691.691,526.6535274,206.0531,3259.89194971,4318.2553,1285.5782,47.8775934,30.0,17.55511758,Actual
2021-02-01,Columbia,644.6466,490.83392123999994,193.1796,3750.7258709499997,4962.9019,1478.7578,49.08339212399999,27.0,18.179034119999997,Actual
2021-03-01,Columbia,521.4922,397.06416107999996,154.4057,4147.79003203,5484.3941,1633.1635,36.096741916363634,23.0,17.263659177391304,Actual
2021-05-01,Columbia,625.7749,476.46500885999995,187.2792,4624.25504089,6110.169,1820.4427,43.31500080545454,27.0,17.64685218,Actual
2021-06-01,Columbia,700.2859,533.19768426,209.1182,5157.452725149999,6810.4549,2029.5609,48.47251675090909,31.0,17.199925298709676,Actual
2021-07-01,Columbia,758.9105,577.8344546999999,226.6661,5735.28717985,7569.3654,2256.227,52.53040497272727,33.0,17.510134990909087,Actual
2021-09-01,Columbia,2298.0366,1675.7282887200004,678.4484,7411.01546857,9867.402,2934.6754,186.19203208000005,88.0,19.04236691727273,Actual
2021-10-01,Columbia,3933.3076,2868.1679019200005,1155.7259999999999,10279.18337049,13800.7096,4090.4013999999997,318.68532243555563,155.0,18.504309044645165,Actual
2021-11-01,Columbia,4694.3135,3423.0934042000004,1378.5463,13702.27677469,18495.0231,5468.9477,380.3437115777778,184.0,18.603768501086957,Actual
2022-01-01,Columbia,2086.4196381252195,1498.9418363512127,614.784667839339,,,,,83.54450875466989,,Forecast
2022-02-01,Columbia,2114.058788382064,1508.450242135975,623.2267946982965,,,,,83.24279411319128,,Forecast
2022-03-01,Columbia,2067.172729969445,1461.8305935902754,606.5453729530167,,,,,81.63596862802119,,Forecast
2022-04-01,Columbia,1708.7565567673523,1174.6878762834149,499.87351993183927,,,,,64.80395663294917,,Forecast
2022-05-01,Columbia,2409.0220578170442,1697.3221069892784,708.4287810630148,,,,,94.19358466580209,,Forecast
2022-06-01,Columbia,2553.767572617381,1797.2466124759044,750.3303484574598,,,,,100.28767846495711,,Forecast
2022-07-01,Columbia,2696.907301860413,1895.037986845787,792.1625069243281,,,,,105.18597952469563,,Forecast
2022-08-01,Columbia,2127.467421832632,1446.4102124265632,621.0671165996747,,,,,79.48479007703038,,Forecast
2022-09-01,Columbia,4353.263959911153,3073.2211200030897,1278.3279383216177,,,,,165.30245111629966,,Forecast
2022-10-01,Columbia,5724.5574870587625,4085.7439894397958,1678.7848992380996,,,,,222.27322458258524,,Forecast
2022-11-01,Columbia,6092.844284081418,4370.228012624308,1786.9668003215525,,,,,236.54668842351734,,Forecast
2022-12-01,Columbia,2933.9734915273048,2018.4250107542637,858.7408110332858,,,,,111.80135112638423,,Forecast
2017-09-01,France,9583.822,7438.1833882,2845.1538,7438.1833882,9583.822,2845.1538,116.221615440625,535.0,13.90314652,Actual
2017-10-01,France,12782.5906,9848.09287332,3794.4462000000003,17286.27626152,22366.4126,6639.6,153.876451145625,720.0,13.6779067685,Actual
2017-11-01,France,13817.543599999999,10653.54758999,4105.0535,27939.82385151,36183.9562,10744.6535,190.24192124982142,777.0,13.711129459446589,Actual
2017-12-01,France,15251.9526,11541.77000043,4529.9512,39481.59385194,51435.9088,15274.6047,206.1030357219643,855.0,13.499146199333333,Actual
2018-01-01,France,10912.0786,8402.85439182,3244.4869000000003,47884.44824376,62347.9874,18519.0916,131.2945998721875,612.0,13.730154234999999,Actual
2018-02-01,France,9335.3877,7238.1634454899995,2768.4131,55122.61168925,71683.3751,21287.5047,113.09630383578124,523.0,13.839700660592733,Actual
2018-03-01,France,8750.885,6672.4726435,2591.3517,61795.08433275,80434.2601,23878.8564,119.15129720535715,488.0,13.673099679303279,Actual
2018-04-01,France,9923.2409,7549.23445453,2949.2896,69344.31878728,90357.501,26828.146,134.80775811660715,553.0,13.651418543453888,Actual
2018-05-01,France,9507.6348,7333.678314379999,2823.6033,76677.99710166,99865.1358,29651.749300000003,114.58872366218749,539.0,13.606082215918367,Actual
2018-06-01,France,9898.9978,7730.99048401,2936.5812,84408.98758567,109764.1336,32588.330500000004,120.79672631265625,554.0,13.95485646933213,Actual
2018-07-01,France,8537.8796,6559.1247719,2539.0743,90968.11235757,118302.0132,35127.404800000004,117.12722806964287,480.0,13.664843274791668,Actual
2018-08-01,France,8300.5776,6256.67448383,2467.4579,97224.7868414,126602.5908,37594.862700000005,111.72633006839285,465.0,13.45521394372043,Actual
2018-09-01,France,23695.7924,18185.77058616,7032.6575,115410.55742756,150298.3832,44627.5202,227.32213232700002,1372.0,13.254934829562682,Actual
2018-10-01,France,29550.5233,22756.82456564,8753.680699999999,138167.3819932,179848.9065,53381.2009,284.4603070705,1688.0,13.48153114078199,Actual
2018-11-01,France,34356.9927,26601.34676374,10203.8053,164768.72875694,214205.8992,63585.0062,380.019239482,1973.0,13.482689692721744,Actual
2018-12-01,France,35719.1508,26413.24905481,10601.0131,191181.97781175,249925.05000000002,74186.0193,377.33212935442856,2041.0,12.941327317398335,Actual
2019-01-01,France,23282.9494,17934.23990275,6919.716899999999,209116.2177145,273207.99940000003,81105.7362,224.177998784375,1342.0,13.363815128725783,Actual
2019-02-01,France,24353.205,18718.73430167,7237.2417,227834.95201617,297561.2044,88342.9779,233.984178770875,1380.0,13.56430021860145,Actual
2019-03-01,France,19849.7612,15394.96971748,5895.9129,243229.92173365,317410.9656,94238.8908,219.92813882114285,1130.0,13.62386700661947,Actual
2019-04-01,France,19723.7148,14624.50441413,5828.6777,257854.42614778,337134.6804,100067.5685,208.9214916304286,1129.0,12.953502581160318,Actual
2019-05-01,France,24266.251,18626.59133306,7191.2638,276481.01748084,361400.9314,107258.8323,232.83239166325,1397.0,13.33327940806013,Actual
2019-06-01,France,25237.1955,19349.61665361,7484.2483999999995,295830.63413445,386638.12690000003,114743.0807,241.87020817012498,1446.0,13.381477630435684,Actual
2019-07-01,France,17751.6465,13687.0165724,5247.4988,309517.65070685,404389.7734,119990.5795,217.2542313079365,1024.0,13.366227121484375,Actual
2019-08-01,France,19483.7278,14438.9933761,5783.345,323956.64408295,423873.5012,125773.9245,229.19037104920633,1104.0,13.078798347916665,Actual
2019-09-01,France,47802.0115,38145.07031138,14171.3762,362101.71439433,471675.5127,139945.3007,433.4667080838636,2310.0,16.51301745081385,Actual
2019-10-01,France,57834.3059,46123.08702063,17251.163,408224.80141496,529509.8186,157196.4637,524.1259888707955,2826.0,16.320979129734607,Actual
2019-11-01,France,63608.7837,50652.22573942,18944.6803,458877.02715438,593118.6023,176141.144,657.821113498961,3102.0,16.328892888272083,Actual
2019-12-01,France,70616.5254,54141.39986677,20986.1496,513018.42702115,663735.1277,197127.2936,703.1350632048052,3406.0,15.895889567460364,Actual
2020-01-01,France,42717.142,33921.00867837,12702.4039,546939.43569952,706452.2697000001,209829.6975,385.46600770875006,2089.0,16.237917031292486,Actual
2020-02-01,France,44423.1851,35446.34973821,13238.7334,582385.78543773,750875.4548000001,223068.4309,402.7994288432955,2145.0,16.525104773058278,Actual
2020-03-01,France,4668.37,3696.64229571,1389.6967,586082.42773344,755543.8248000001,224458.1276,48.64003020671053,228.0,16.21334340223684,Actual
2020-04-01,France,17541.251,13737.65839841,5220.9218,599820.08613185,773085.0758,229679.0494,178.4111480312987,863.0,15.918491771042873,Actual
2020-05-01,France,18099.635,14430.90700298,5383.3173,614250.99313483,791184.7108,235062.3667,163.98757957931818,869.0,16.606337172589182,Actual
2020-06-01,France,38433.3347,30755.48111246,11403.2672,645006.47424729,829618.0455,246465.63390000002,349.4941035506818,1825.0,16.8523184177863,Actual
2020-07-01,France,27521.023999999998,21720.40206079,8199.9443,666726.87630808,857139.0695,254665.5782,282.08314364662334,1343.0,16.173046955167536,Actual
2020-08-01,France,41388.6919,31750.43974309,12363.0151,698477.31605117,898527.7614,267028.5933,412.3433732868831,2029.0,15.648319242528338,Actual
2020-09-01,France,74101.4497,58551.41815952,22112.203,757028.73421069,972629.2111,289140.7963,665.35702454,3188.0,18.366191392572144,Actual
2020-10-01,France,104982.0761,81677.11196258,31264.0591,838705.84617327,1077611.2872,320404.8554,928.1489995747728,4534.0,18.014360821036615,Actual
2020-11-01,France,120790.0692,91288.34450215999,36020.9835,929994.19067543,1198401.3564,356425.8389,1185.5629156124674,5204.0,17.54195705268255,Actual
2020-12-01,France,116820.7852,89003.99770841999,34868.8042,1018998.18838385,1315222.1416,391294.6431,1155.8960741353246,5045.0,17.642021349538155,Actual
2021-01-01,France,72627.4547,56496.865339309996,21638.569,1075495.05372316,1387849.5963,412933.2121,642.0098334012499,3112.0,18.15451971057519,Actual
2021-02-01,France,79560.7706,61729.446969569995,23775.3417,1137224.50069273,1467410.3669,436708.5538,701.4709882905681,3429.0,18.002171761321083,Actual
2021-03-01,France,72398.2936,54765.13633555,21555.5843,1191989.63702828,1539808.6605,458264.1381,711.2355368253246,3090.0,17.723345092411,Actual
2021-04-01,France,72586.65179999999,55507.35134603,21581.7178,1247496.98837431,1612395.3123,479845.8559,720.8746928055845,3116.0,17.813655759316433,Actual
2021-05-01,France,79898.6601,62491.7009603,23763.393799999998,1309988.68933461,1692293.9724,503609.2497,710.1329654579545,3410.0,18.326012011818182,Actual
2021-06-01,France,70988.1827,55092.67890745,21144.8585,1365081.36824206,1763282.1551,524754.1082,626.0531694028409,3032.0,18.170408610636542,Actual
2021-07-01,France,65568.3511,49535.46384012,19543.7089,1414616.83208218,1828850.5062,544297.8171,643.3177122093506,2796.0,17.716546437811157,Actual
2021-08-01,France,66993.6899,51547.63868205,19969.9171,1466164.47076423,1895844.1961,564267.7342,669.4498530136364,2867.0,17.97964376771887,Actual
2021-09-01,France,281841.0587,221938.73561852,83502.58009999999,1688103.20638275,2177685.2548,647770.3143,3082.482439146111,10909.0,20.344553636311304,Actual
2021-10-01,France,364068.4605,285429.09627626,107672.7717,1973532.30265901,2541753.7153,755443.086,3964.293003836944,14351.0,19.889143354209462,Actual
2021-11-01,France,401266.6354,325887.12956439,119038.6117,2299419.4322234,2943020.3507,874481.6977,5172.811580387142,15690.0,20.77037154648757,Actual
2021-12-01,France,424248.5415,322651.95008105,125576.7551,2622071.38230445,3367268.8922,1000058.4528,5121.459525096032,16918.0,19.071518505795602,Actual
2022-01-01,France,439487.7819672188,333264.0154559232,129939.11626197977,,,,,17240.126625484263,,Forecast
2022-02-01,France,479278.5538655745,359330.03242330044,141082.69282931086,,,,,18652.95463892692,,Forecast
2022-03-01,France,503400.2434851,374660.7390498711,148366.26577457244,,,,,19300.91453915842,,Forecast
2022-04-01,France,545296.8327433667,402294.25661730807,160198.00041253617,,,,,20718.94383687849,,Forecast
2022-05-01,France,586169.3688206584,431075.42470299156,172304.91120558305,,,,,22043.99344112239,,Forecast
2022-06-01,France,628121.2867149822,459431.829293054,184300.99718355783,,,,,23344.53963239512,,Forecast
2022-07-01,France,653830.2163506576,480541.6305035336,193804.39130756108,,,,,24150.849240701897,,Forecast
2022-08-01,France,684936.7884487291,497196.74334406015,201400.96953685247,,,,,25423.5857820373,,Forecast
2022-09-01,France,773746.7263580181,564092.9783875316,227927.0545955535,,,,,29309.46281509073,,Forecast
2022-10-01,France,828290.2117475793,594664.6057684058,241284.51191983046,,,,,31593.3447024383,,Forecast
2022-11-01,France,866323.5553898414,627900.0680386075,254193.4882840177,,,,,33234.677089715406,,Forecast
2022-12-01,France,902753.9995350151,647834.1241186681,264731.6377952226,,,,,34649.75035268125,,Forecast
2017-09-01,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Actual
2018-09-01,Germany,19119.8277,14728.39484893,5677.3288,14728.39484893,19119.8277,5677.3288,163.64883165477778,1093.0,13.475201142662398,Actual
2018-10-01,Germany,22140.1845,17099.61202387,6580.0602,31828.006872799997,41260.0122,12257.389,213.745150298375,1265.0,13.517479860766798,Actual
2018-11-01,Germany,27283.281899999998,20283.52687012,8093.0333,52111.53374292,68543.2941,20350.4223,253.5440858765,1542.0,13.15403817776913,Actual
2018-12-01,Germany,29591.4594,22954.035233180002,8797.2111,75065.5689761,98134.75349999999,29147.6334,286.92544041475,1690.0,13.582269368745564,Actual
2019-01-01,Germany,18180.26,13979.36197243,5413.1669,89044.93094853,116315.0135,34560.8003,155.32624413811112,1051.0,13.301010439990486,Actual
2019-02-01,Germany,17087.3342,13322.84552312,5084.4859,102367.77647165,133402.34769999998,39645.2862,166.535569039,976.0,13.650456478606557,Actual
2019-03-01,Germany,18006.5597,13465.30158242,5330.6336,115833.07805407,151408.9074,44975.9198,168.31626978025,1025.0,13.136879592604878,Actual
2019-04-01,Germany,14544.1118,11310.7976138,4320.244,127143.87566787,165953.0192,49296.1638,141.3849701725,823.0,13.74337498639125,Actual
2019-05-01,Germany,19367.1872,14855.07325211,5741.5664,141998.94891998,185320.2064,55037.7302,165.05636946788889,1107.0,13.419217029909666,Actual
2019-06-01,Germany,16634.9665,13086.99102128,4948.8829,155085.93994126,201955.1729,59986.6131,163.587387766,948.0,13.804842849451477,Actual
2019-07-01,Germany,14523.2791,10857.65484153,4314.2356,165943.59478279,216478.452,64300.8487,150.80076168791666,832.0,13.05006591530048,Actual
2019-08-01,Germany,14509.5377,11357.940904090001,4304.4702,177301.53568688,230987.9897,68605.3189,157.74917922347223,830.0,13.684266149506024,Actual
2019-09-01,Germany,32644.7272,24308.34475792,9722.5302,201609.88044480002,263632.7169,78327.84909999999,245.53883593858586,1589.0,15.29788845684078,Actual
2019-10-01,Germany,40579.3101,30823.04042487,12080.9408,232432.92086967,304212.027,90408.7899,350.26182300988637,1983.0,15.543641162314675,Actual
2019-11-01,Germany,48437.4606,36024.68119704,14434.9016,268457.60206671,352649.4876,104843.6915,409.3713772390909,2345.0,15.362337397458422,Actual
2019-12-01,Germany,53226.346099999995,40728.52108986,15803.8162,309186.12315657,405875.8337,120647.5077,462.82410329386363,2582.0,15.774020561525948,Actual
2020-01-01,Germany,30726.042699999998,23021.03942655,9155.7477,332207.16258312,436601.8764,129803.2554,232.53575178333332,1484.0,15.512829802257412,Actual
2020-02-01,Germany,28449.3484,21558.38023949,8477.8316,353765.54282261,465051.22479999997,138281.087,244.9815936305682,1382.0,15.599406830311144,Actual
2020-03-01,Germany,3758.6771,2836.13289587,1117.307,356601.67571848,468809.9019,139398.394,34.586986535,182.0,15.583147779505495,Actual
2020-04-01,Germany,8822.9322,6898.53724309,2629.5865,363500.21296157,477632.8341,142027.9805,78.39246867147727,433.0,15.931956681501154,Actual
2020-05-01,Germany,15916.0443,12381.21982664,4736.6542,375881.43278821,493548.8784,146764.6347,125.06282653171716,784.0,15.792372227857141,Actual
2020-06-01,Germany,18360.6993,14032.918790939999,5479.0863,389914.35157915,511909.57769999997,152243.721,159.4649862606818,908.0,15.454756377687223,Actual
2020-07-01,Germany,25007.9434,18915.8703903,7462.6738000000005,408830.22196945,536917.5211,159706.3948,214.95307261704545,1213.0,15.594287213767517,Actual
2020-08-01,Germany,27793.4686,21127.33856981,8297.7146,429957.56053926,564710.9897,168004.1094,240.08339283875,1373.0,15.387719278812819,Actual
2020-09-01,Germany,45560.9444,34884.81676125,13587.3229,464842.37730051,610271.9341,181591.4323,352.3718864772727,1968.0,17.726024777057926,Actual
2020-10-01,Germany,55985.9036,43980.44266126,16692.6808,508822.81996177,666257.8377,198284.1131,499.7777575143182,2402.0,18.309926170383015,Actual
2020-11-01,Germany,77821.9512,58955.47478518,23197.488699999998,567778.29474695,744079.7889,221481.6018,669.9485771043181,3331.0,17.69903175778445,Actual
2020-12-01,Germany,73479.8274,56852.798936319996,21903.0101,624631.09368327,817559.6163,243384.6119,646.0545333672727,3142.0,18.094461787498407,Actual
2021-01-01,Germany,51408.1132,39383.56152538,15324.1754,664014.65520865,868967.7295,258708.7873,397.81375278161613,2208.0,17.836757937219204,Actual
2021-02-01,Germany,43220.1406,34055.7444581,12880.7359,698070.39966675,912187.8701,271589.5232,386.9970961147728,1843.0,18.47842889750407,Actual
2021-03-01,Germany,39525.5412,30009.86928296,11779.8152,728080.26894971,951713.4113,283369.3384,341.02124185181816,1706.0,17.590779181101993,Actual
2021-04-01,Germany,42903.4045,33026.5219059,12786.7905,761106.79085561,994616.8158,296156.1289,375.3013852943182,1826.0,18.086813749123767,Actual
2021-05-01,Germany,49828.2837,38428.64430839,14828.0133,799535.435164,1044445.0995,310984.1422,388.1681243271717,2128.0,18.05857345319079,Actual
2021-06-01,Germany,41024.3001,32351.08910342,12200.127,831886.5242674199,1085469.3996,323184.2692,367.6260125388636,1755.0,18.43366900479772,Actual
2021-07-01,Germany,45384.0696,34506.20396337,13545.2556,866392.72823079,1130853.4692,336729.5248,392.1159541292045,1935.0,17.83266354696124,Actual
2021-08-01,Germany,42686.4651,32723.1275355,12710.5479,899115.85576629,1173539.9343,349440.0727,371.85372199431816,1822.0,17.960004135839736,Actual
2021-09-01,Germany,160290.8308,122159.34187091001,47343.0973,1021275.1976372,1333830.7651,396783.17,1508.1400230976544,6379.0,19.15023387222292,Actual
2021-10-01,Germany,201297.3173,151804.14158708,59572.4101,1173079.33922428,1535128.0824,456355.5801,2108.390855376111,7933.0,19.13577985466784,Actual
2021-11-01,Germany,238010.2285,175550.20666433,70264.0507,1348629.54588861,1773138.3109,526619.6308,2438.197314782361,9446.0,18.584607946679018,Actual
2021-12-01,Germany,242234.3461,185018.04303029,71587.1903,1533647.5889189,2015372.657,598206.8211000001,2569.695042087361,9651.0,19.17086758162781,Actual
2022-01-01,Germany,247281.19476895902,188659.6953857786,73033.9220445861,,,,,9649.551735130013,,Forecast
2022-02-01,Germany,262794.7194552438,201233.43161772966,77594.26221767158,,,,,10144.147400728503,,Forecast
2022-03-01,Germany,275596.29388864595,211002.8697942309,81334.23995844038,,,,,10449.899373278222,,Forecast
2022-04-01,Germany,296356.09082569636,227496.2252877805,87468.67845112705,,,,,11092.216632946785,,Forecast
2022-05-01,Germany,320553.6489280419,246259.12515574155,94605.44917058642,,,,,11883.592656692228,,Forecast
2022-06-01,Germany,337664.55371285987,259915.76639338088,99646.89622883576,,,,,12327.62244827709,,Forecast
2022-07-01,Germany,359918.3910349834,276808.80429583904,106234.09854914795,,,,,12954.612496919312,,Forecast
2022-08-01,Germany,371404.32593460195,286255.9241637603,109602.0414218735,,,,,13465.268601913998,,Forecast
2022-09-01,Germany,423505.352113985,326353.2887321572,125010.52038159053,,,,,15715.449617351513,,Forecast
2022-10-01,Germany,446081.03093741846,344232.9043503962,131723.73974141618,,,,,16753.846921322765,,Forecast
2022-11-01,Germany,477270.3282680481,366872.0947567328,140903.55747065129,,,,,17924.02894546779,,Forecast
2022-12-01,Germany,494347.72920415574,382040.1667837767,145959.2218611808,,,,,18531.659937299763,,Forecast
2017-09-01,India,94661.3068,71280.16221658,28124.046000000002,71280.16221658,94661.3068,28124.046000000002,636.430019790893,5322.0,13.393491585227359,Actual
2017-10-01,India,124775.9083,95837.35947291,37032.9462,167117.52168949,219437.2151,65156.9922,855.6907095795535,7023.0,13.646213793665101,Actual
2017-11-01,India,156370.1064,119867.84985831,46316.8246,286985.3715478,375807.32149999996,111473.8168,1152.5754794068268,8771.0,13.666383520500514,Actual
2017-12-01,India,167701.4226,125278.18131246,49887.4072,412263.55286026,543508.7441,161361.224,1204.5978972351922,9413.0,13.309059950330393,Actual
2018-01-01,India,98950.2679,74797.64163544,29368.4506,487061.1944957,642459.012,190729.6746,667.8360860307142,5549.0,13.479481282292305,Actual
2018-02-01,India,98976.1533,76097.55148005,29334.5477,563158.74597575,741435.1653,220064.2223,679.4424239290178,5534.0,13.750912808104445,Actual
2018-03-01,India,95564.1488,73477.4507645,28369.3645,636636.19674025,836999.3141,248433.5868,706.5139496586538,5391.0,13.62965141244667,Actual
2018-04-01,India,92352.1711,69152.61549263001,27445.866700000002,705788.81223288,929351.4852,275879.4535,664.9289951214424,5199.0,13.301137813546838,Actual
2018-05-01,India,97595.9692,73919.32416005,28951.9548,779708.13639293,1026947.4544,304831.4083,659.9939657147322,5478.0,13.49385253012961,Actual
2018-06-01,India,98300.2673,75379.43582509,29115.6155,855087.57221802,1125247.7217,333947.0238,673.0306770097321,5550.0,13.581880328845044,Actual
2018-07-01,India,95641.3982,73747.72846464,28434.1748,928835.30068266,1220889.1199,362381.1986,709.1127736984615,5383.0,13.700116749886678,Actual
2018-08-01,India,86112.0132,64180.24815161,25555.3422,993015.54883427,1307001.1331,387936.5408,617.1177706885577,4850.0,13.233040856002063,Actual
2018-09-01,India,167938.3562,126631.4679328,49906.6685,1119647.01676707,1474939.4893,437843.2093,904.5104852342857,9656.0,13.114277954929578,Actual
2018-10-01,India,231126.8973,179527.38124616,68689.4461,1299174.39801323,1706066.3866,506532.6554,1282.3384374725713,13331.0,13.466910302764983,Actual
2018-11-01,India,234193.5911,179449.62676343,69526.0838,1478624.02477666,1940259.9777,576058.7392,1380.3817443340768,13418.0,13.373798387496645,Actual
2018-12-01,India,274684.3224,208315.70742785,81688.1561,1686939.73220451,2214944.3001,657746.8953,1602.4285186757693,15675.0,13.289678304807017,Actual
2019-01-01,India,164765.4675,124770.43018907,48949.092,1811710.16239358,2379709.7676,706695.9873,891.2173584933571,9428.0,13.234029506689648,Actual
2019-02-01,India,189712.4196,147690.89619756,56298.1409,1959401.05859114,2569422.1872,762994.1282,1054.9349728397144,10787.0,13.691563567030686,Actual
2019-03-01,India,152484.9417,116202.84982032,45284.5955,2075603.90841146,2721907.1289,808278.7237,893.8680755409231,8739.0,13.297041975090972,Actual
2019-04-01,India,157549.2641,119905.00376702,46760.3222,2195508.91217848,2879456.393,855039.0459,922.3461828232307,8988.0,13.340565617158433,Actual
2019-05-01,India,165363.5853,125399.30987905,49108.1827,2320908.22205753,3044819.9783,904147.2286,895.7093562789286,9469.0,13.243141818465519,Actual
2019-06-01,India,177509.6276,138591.62406365,52736.6108,2459499.84612118,3222329.6059,956883.8393999999,989.9401718832142,10111.0,13.707014544916428,Actual
2019-07-01,India,140660.6683,107425.1951987,41635.5644,2566925.04131988,3362990.2742,998519.4038,918.1640615273504,8065.0,13.319925009138252,Actual
